elapsed_time_seconds,event_type,event_value,task_phase
21.447844,information_display,counter_starts,current_phase_id
21.452775,information_display,counter_starts,current_phase_id
21.457774,information_display,counter_starts,current_phase_id
21.462731,information_display,counter_starts,current_phase_id
21.471825,information_display,counter_starts,current_phase_id
21.476903,information_display,counter_starts,current_phase_id
21.481959,information_display,counter_starts,current_phase_id
21.486986,information_display,counter_starts,current_phase_id
21.491903,information_display,counter_starts,current_phase_id
21.497661,information_display,counter_starts,current_phase_id
21.50281,information_display,counter_starts,current_phase_id
21.507817,information_display,counter_starts,current_phase_id
21.512804,information_display,counter_starts,current_phase_id
21.51773,information_display,counter_starts,current_phase_id
21.522684,information_display,counter_starts,current_phase_id
21.527684,information_display,counter_starts,current_phase_id
21.532593,information_display,counter_starts,current_phase_id
21.537483,information_display,counter_starts,current_phase_id
21.542501,information_display,counter_starts,current_phase_id
21.547335,information_display,counter_starts,current_phase_id
21.552304,information_display,counter_starts,current_phase_id
21.557322,information_display,counter_starts,current_phase_id
21.562453,information_display,counter_starts,current_phase_id
21.567549,information_display,counter_starts,current_phase_id
21.57263,information_display,counter_starts,current_phase_id
21.577732,information_display,counter_starts,current_phase_id
21.582792,information_display,counter_starts,current_phase_id
21.587774,information_display,counter_starts,current_phase_id
21.598054,information_display,counter_starts,current_phase_id
21.603266,information_display,counter_starts,current_phase_id
21.608312,information_display,counter_starts,current_phase_id
21.613206,information_display,counter_starts,current_phase_id
21.618101,information_display,counter_starts,current_phase_id
21.625426,information_display,counter_starts,current_phase_id
21.630668,information_display,counter_starts,current_phase_id
21.635758,information_display,counter_starts,current_phase_id
21.641835,information_display,counter_starts,current_phase_id
21.647031,information_display,counter_starts,current_phase_id
21.652415,information_display,counter_starts,current_phase_id
21.657664,information_display,counter_starts,current_phase_id
21.662781,information_display,counter_starts,current_phase_id
21.667816,information_display,counter_starts,current_phase_id
21.672803,information_display,counter_starts,current_phase_id
21.677707,information_display,counter_starts,current_phase_id
21.682917,information_display,counter_starts,current_phase_id
21.688155,information_display,counter_starts,current_phase_id
21.693238,information_display,counter_starts,current_phase_id
21.698317,information_display,counter_starts,current_phase_id
21.703319,information_display,counter_starts,current_phase_id
21.708206,information_display,counter_starts,current_phase_id
21.717102,information_display,counter_starts,current_phase_id
21.722399,information_display,counter_starts,current_phase_id
21.727854,information_display,counter_starts,current_phase_id
21.732784,information_display,counter_starts,current_phase_id
21.737646,information_display,counter_starts,current_phase_id
21.742915,information_display,counter_starts,current_phase_id
